Latitude [°],Longitude [°],Was cleaned,Access type,Distance from the road [m],Location type,Waste area [m²],Waste volume [m³],Organic waste [%],Construction waste [%],Mixed/non-recyclable waste [%],Bulky waste [%],Tires [%],Motor vehicles [%],Hazardous/toxic waste [%],Asbestos panels [%],Barrels with hazardous/unknown liquid,Waste partially buried?,Importance assessment,IRSOP,Duty of Slovenia Forest Service,Entry creation date,Last modification date,Geopedia URL,ID,Name,Description/quantity of hazardous waste,Municipality,Land registry property ID
continuous,continuous,0 1,Inaccessible Off-road On\ foot Private\ car Unsafe\ access,continuous,Basin Plane Slope,continuous,continuous,0 1 2 3 4 5 6 8 9 10 14 15 16 18 19 20 25 27 30 33 34 35 37 38 40 43 44 45 47 48 49 50 53 54 55 58 59 60 62 65 66 67 68 70 73 74 75 78 79 80 83 84 85 88 90 92 93 94 95 96 97 98 99 100,continuous,0 1 2 3 4 5 6 7 8 9 10 12 13 14 15 16 17 18 19 20 23 25 29 30 33 34 35 38 40 43 45 48 49 50 53 55 59 60 61 62 65 68 69 70 73 75 77 80 83 84 85 89 90 93 94 95 98 99 100,0 1 2 3 4 5 6 7 8 9 10 11 12 15 17 18 19 20 22 23 24 25 29 30 33 34 35 38 39 40 44 45 49 50 54 55 59 60 63 65 66 67 69 70 71 72 74 75 77 78 79 80 82 84 85 89 90 92 93 94 95 96 98 99 100,0 1 2 3 4 5 7 10 11 15 20 25 30 40 50 60 65 70 75 80 90 95 100,0 1 5 10 15 20 25 30 35 40 50 60 70 75 80 85 90 95 98 99 100,0 1 2 3 4 5 6 7 8 9 10 12 13 14 15 17 18 19 20 23 25 30 33 35 37 40 45 49 50 55 57 60 65 67 69 70 75 80 85 90 93 94 95 99 100,0 1 2 3 4 5 6 8 10 12 15 20 23 25 30 33 35 40 50 55 60 67 70 75 80 85 90 95 98 99 100,0 1,0 1,continuous,Celje Koper Kranj Ljubljana Maribor Murska\ Sobota Nova\ Gorica Novo\ Mesto Novo\ mesto,0 1,time,time,string,continuous,string,string,string,string
,,,,,,,,,,,,,,,,,,,,,,,meta,meta,meta,meta,meta,meta
45.8822379932,13.9145294837,0,Private car,10.0,Plane,30.0,25.0,,100.0,,,,,,,0,0,4.0,Nova Gorica,0,2010-04-18,2010-04-18,http://www.geopedia.si/?params=T1199_L6357_F103,103.0,,"Gradbeni odpadki, verjetno od rušitve stare zgradbe - beton, kamen, opeka,..",Ajdovščina,1667-1428/8
45.7841515111,13.7506738645,0,Private car,10.0,Basin,60.0,100.0,30,30.0,10,30,,,,,0,0,14.0,Koper,0,2010-03-28,2011-02-04,http://www.geopedia.si/?params=T1199_L6357_F105,105.0,,nevarnih odpadkov ni videti,Sežana,2247-1388/1
46.5091706409,15.7611863813,0,Off-road,50.0,Plane,40.0,50.0,0,80.0,5,10,,,5,,0,0,11.0,Maribor,0,2010-03-28,2011-02-04,http://www.geopedia.si/?params=T1199_L6357_F106,106.0,,"Veliko odlagališče ob Korenškem potoku na levi strani v hrib (verjetnaodgovornost lastnika njive)<a href=""mailto:vsbcesar@mail.com"">vsbcesar@gmail.com</a>",Duplek,491-31
46.506523442,15.7519893557,0,Private car,2.0,Slope,30.0,50.0,,30.0,60,5,,,5,,0,0,11.0,Maribor,0,2010-03-28,2011-02-04,http://www.geopedia.si/?params=T1199_L6357_F107,107.0,,"Staro odlagališče smeti, na stari občinski stezi (Dupleški vrh), verjetnaodgovornost bližnjih prebivalcev; zraven vodnega zajetja na Dupleškem vrhu. <a href=""mailto:vsbcesar@mail.com"">vsbcesar@gmail.com</a>",Duplek,495-871/4
45.890974641,15.4756509477,0,Off-road,500.0,Plane,3000.0,50.0,10,20.0,20,40,,,10,,0,0,15.0,Novo Mesto,0,2010-03-28,2015-01-30,http://www.geopedia.si/?params=T1199_L6357_F108,108.0,,"odpadki do mešani od glaževine, do raznih avtomibilskih delov, plastenk inplastičnih materialov, itd..POZOROdpadki so razpršeni v krogu 250 m od označene lokacije.",Krško,2107-1988/9
45.9051444329,15.4909288443,1,Private car,100.0,Plane,30000.0,1000.0,20,20.0,20,20,,,20,,0,0,126.0,Novo Mesto,0,2010-03-28,2015-01-30,http://www.geopedia.si/?params=T1199_L6357_F109,109.0,,"Romsko naselje, odpadkov vseh vrstPOZOROdpadki so razpršeni v krogu 250 m od označene lokacije.",Krško,2107-1625/79
45.8761836052,15.5107951531,0,Private car,700.0,Plane,2000.0,1000.0,20,20.0,20,20,,,20,,0,0,126.0,Novo Mesto,0,2010-03-28,2011-02-04,http://www.geopedia.si/?params=T1199_L6357_F110,110.0,,"Romsko naselje, vseh vrst odpadkov.POZOROdpadki so razpršeni v krogu 250 m od označene lokacije.",Brežice,966-317/1
45.9060264663,15.5252721701,0,Private car,700.0,Plane,4000.0,10.0,0,0.0,5,5,,,,,0,0,1.0,Novo Mesto,0,2010-03-28,2011-02-04,http://www.geopedia.si/?params=T1199_L6357_F111,111.0,,naj bi bilo v lasti ministrstva za gospodarstvo. prvostnoi je bil lastnikMORS<br/>smeti vse zvrsti,Brežice,965-1868/1
45.9035520598,15.511394074,0,Private car,1000.0,Plane,1000.0,1500.0,20,20.0,20,20,,,20,,0,0,126.0,Novo Mesto,0,2010-03-28,2011-03-10,http://www.geopedia.si/?params=T1199_L6357_F112,112.0,,bivša gramozna jama v zasipanju<br/>od avtomobilskih školjk do plastikePOZOROdpadki so razpršeni v smeri SV-JZ 130 m od označene lokacije.,Brežice,966-3535
45.903945546,15.5159343471,0,Private car,1300.0,Plane,2000.0,1000.0,20,20.0,20,20,,,20,,0,0,126.0,Novo Mesto,0,2010-03-28,2011-10-03,http://www.geopedia.si/?params=T1199_L6357_F113,113.0,,bivši peskokop mislim da je v lasti občine Brežicev zapipavnju .. avtomobilske školjke itd....     pogosti požari. na tem mestucigani kurijo avtomobile itd...POZOROdpadki so razpršeni v krogu 60 m od označene lokacije.,Brežice,966-3511/3
45.9069384678,15.5004953569,1,Private car,500.0,Plane,3000.0,500.0,20,20.0,20,20,,,20,,0,0,80.0,Novo Mesto,0,2010-03-28,2015-01-30,http://www.geopedia.si/?params=T1199_L6357_F114,114.0,,raznorazni odpatki...  poletni tabor ciganov...POZOROdpadki so razpršeni v krogu 250 m od označene lokacije.,Krško,2107-3073
45.9241667822,15.5091595904,1,Private car,50.0,Plane,5000.0,250.0,20,20.0,20,20,,,20,,0,0,245.0,Novo Mesto,0,2010-03-28,2015-01-30,http://www.geopedia.si/?params=T1199_L6357_F115,115.0,,bivša vojaška raketna baza...POZOROdpadki so razpršeni v krogu 250 m od označene lokacije.,Krško,1968-1714
45.8466770584,15.5253055224,1,Unsafe access,100.0,Slope,100.0,100.0,20,20.0,20,20,,,20,,0,0,28.0,Novo Mesto,0,2010-03-28,2015-01-29,http://www.geopedia.si/?params=T1199_L6357_F116,116.0,,,Krško,2109-1735/1
46.5126054141,15.7628372026,0,Private car,5.0,Plane,20.0,50.0,,5.0,20,70,,,5,,0,0,15.0,Maribor,0,2010-03-28,2011-02-04,http://www.geopedia.si/?params=T1199_L6357_F119,119.0,,"Avto deli, ostanki barv<br/><a href=""mailto:vsbcesar@mail.com"">vsbcesar@gmail.com</a>",Duplek,491-2/9
46.4929400158,15.7639430125,0,Private car,2.0,Plane,10.0,10.0,,,80,20,,,,,0,0,4.0,Maribor,0,2010-04-04,2010-04-04,http://www.geopedia.si/?params=T1199_L6357_F120,120.0,,"Neurejena odlagališča okoli EKO otoka<a href=""mailto:vsbcesar@mail.com"">vsbcesar@mail.com</a>",Duplek,2182-358/1
46.3667426292,14.3085316273,0,On foot,50.0,Plane,10.0,25.0,70,30.0,,,,,,,0,0,4.0,Kranj,0,2010-03-28,2011-04-27,http://www.geopedia.si/?params=T1199_L6357_F121,121.0,,,Tržič,763-347/2
46.5169980734,15.7611523219,0,On foot,40.0,Slope,10.0,10.0,,,,100,,,,,0,0,4.0,Maribor,0,2010-03-28,2011-02-04,http://www.geopedia.si/?params=T1199_L6357_F123,123.0,,"<a href=""mailto:vsbcesar@mail.com"">vsbcesar@gmail.com</a>",Duplek,491-353/3
46.0052621549,14.1170486814,0,Off-road,150.0,Basin,20.0,25.0,,,,100,,,,,0,0,6.0,Ljubljana,0,2010-03-28,2011-02-04,http://www.geopedia.si/?params=T1199_L6357_F124,124.0,,"avtomobili, gospodinjski aparati",Idrija,1394-1046
46.0179230661,14.0908239885,0,Private car,0.0,Slope,100.0,25.0,,20.0,40,40,,,,,0,0,7.0,Ljubljana,0,2010-03-28,2011-02-04,http://www.geopedia.si/?params=T1199_L6357_F125,125.0,,leži pod cesto Vrsnik Žirovnica,Idrija,1394-724/6
46.043744325,14.5092387873,1,Private car,2.0,Plane,6.0,25.0,10,70.0,,20,,,,,0,0,5.0,Ljubljana,0,2010-02-04,2012-03-08,http://www.geopedia.si/?params=T1199_L6357_F127,127.0,,"KIOSK!<br/>NEUPORABEN ZE VEC KOT 10 LET. ZARJAVEL, ODLAGALISCE SMETI, NEURABEN ZA UPORABO,LEGLO NEVERNIH ODPADKOV.",Ljubljana,1169-19/1
46.5991546232,16.1375137344,0,Off-road,5.0,Plane,10.0,1.0,10,90.0,0,0,,,,,0,0,1.0,Murska Sobota,0,2010-03-28,2012-07-09,http://www.geopedia.si/?params=T1199_L6357_F128,128.0,,"Bivše, delno sanirano odlagališče odpadkov.",Veržej,1803-698/19
46.5825299364,16.1808906448,0,Private car,10.0,Plane,50.0,1.0,20,80.0,0,0,,,,,0,1,1.0,Murska Sobota,0,2010-03-28,2012-07-09,http://www.geopedia.si/?params=T1199_L6357_F129,129.0,Zasuta gramoznica,"Bivše, delno sanirano odlagališče odpadkov.",Veržej,1808-776/10
46.07323186,14.6211372133,0,Private car,0.0,Plane,20.0,10.0,10,40.0,20,20,,,,,0,0,2.0,Ljubljana,0,2010-04-18,2013-04-14,http://www.geopedia.si/?params=T1199_L6357_F2678,2678.0,,,Ljubljana,606-2831
45.5720629419,14.0248120619,1,Private car,10.0,Basin,250.0,100.0,10,5.0,70,10,,,5,,0,0,23.0,Koper,0,2010-03-28,2015-09-24,http://www.geopedia.si/?params=T1199_L6357_F131,131.0,,"Odlagališče odpadkov leži v kraški kotanji od koder se stekajo vode vpodzemne kraške jame (Dimnice,Škocjanske jame).",Hrpelje-Kozina,2183-52/57
45.5831752217,14.0678563251,0,Off-road,100.0,Slope,20.0,10.0,,60.0,10,20,,,10,,0,0,6.0,Koper,0,2010-03-28,2011-02-04,http://www.geopedia.si/?params=T1199_L6357_F132,132.0,,"Akumulator, azbestne plošče",Hrpelje-Kozina,2320-517/24
45.5883437596,14.0584152141,0,Off-road,100.0,Plane,20.0,25.0,,,,100,,,,,0,0,11.0,Koper,0,2010-03-28,2011-02-04,http://www.geopedia.si/?params=T1199_L6357_F133,133.0,,"Avtomobilske školjke, gume",Hrpelje-Kozina,2320-29/1
46.5823217271,16.1836262483,0,Private car,130.0,Plane,2100.0,50.0,0,99.0,1,0,,,,,0,1,5.0,Murska Sobota,0,2010-03-28,2011-04-05,http://www.geopedia.si/?params=T1199_L6357_F134,134.0,,Odpdki razmetani po območju velikosti 2 arov.,Veržej,1808-803/1
46.5727269967,16.1814214397,1,Private car,10.0,Plane,2.0,1.0,,5.0,90,50,,1,,,0,0,,Murska Sobota,0,2011-02-19,2011-03-22,http://www.geopedia.si/?params=T1199_L6357_F135,135.0,,,Veržej,1814-579/1
46.5724747985,16.1831901982,1,Private car,10.0,Plane,1.0,1.0,,,,0,95,,5,,0,0,,Murska Sobota,0,2010-03-28,2011-04-04,http://www.geopedia.si/?params=T1199_L6357_F136,136.0,Asfaltna deponija pri želežniški zapornici,Lani očiščeno.Letos dve gumi in vreča z par kosi emabalaže pesticidov.,Veržej,1808-1040
46.5805507116,16.1921601003,0,Off-road,1500.0,Plane,15.0,2.0,30,68.0,0,0,,,,20,0,0,3.0,Murska Sobota,0,2010-03-28,2011-09-15,http://www.geopedia.si/?params=T1199_L6357_F137,137.0,,1 Polomljena salonitna plošča,Veržej,1808-898/39
46.5850318595,16.1790659432,0,Off-road,5.0,Plane,10.0,2.0,10,50.0,20,20,,,,,0,0,1.0,Murska Sobota,0,2010-03-28,2011-03-24,http://www.geopedia.si/?params=T1199_L6357_F138,138.0,,,Veržej,1808-505/750
46.5792709202,16.185451735,1,Off-road,5.0,Plane,15.0,10.0,10,30.0,20,40,,,,,0,0,,Murska Sobota,0,2010-03-28,2011-03-24,http://www.geopedia.si/?params=T1199_L6357_F139,139.0,,"V manjši in plitki, ter suhi gramozni jamni so odpadki razmetani po območjuvelikosti okoli 2. arov.",Veržej,1808-1227/1
45.7178831364,14.0222655932,1,Off-road,50.0,Plane,15000.0,25.0,,1.0,93,5,,,1,,0,0,10.0,Koper,0,2010-03-28,2015-10-27,http://www.geopedia.si/?params=T1199_L6357_F7736,7736.0,,"Odpadki prinešeni preko hudournika kot naplavine. Sestava odpadkov je v večjimeri iz plastenk in ostalih plastičnih odpadkov (vrečke, embalaža...).POZOROdpadki so razpršeni, potrebno je pregledati 500 m v smeri V - Z od označenelokacije.",Divača,342-3209
46.0194723766,14.7177603914,0,Private car,0.0,Plane,10.0,10.0,,20.0,,,,,,80,0,0,7.0,Ljubljana,0,2010-03-28,2011-09-15,http://www.geopedia.si/?params=T1199_L6357_F141,141.0,,"salonitke 4m3, gume",Ljubljana,1625-1425/37
46.0193715465,14.720666784,0,Private car,0.0,Plane,2.0,1.0,,,,50,,,50,,0,0,2.0,Ljubljana,0,2010-03-28,2011-02-04,http://www.geopedia.si/?params=T1199_L6357_F142,142.0,,2 gumi,Ljubljana,1625-1425/20
46.0180971696,14.6972200625,0,On foot,30.0,Slope,20.0,25.0,,95.0,,,,,5,,0,0,7.0,Ljubljana,0,2010-02-05,2011-02-04,http://www.geopedia.si/?params=T1199_L6357_F143,143.0,,2 soda z neznano vsebino,Ljubljana,1625-1342/14
46.0441279643,14.6139455191,0,Private car,0.0,Plane,50.0,25.0,,100.0,,,,,,,0,0,4.0,Ljubljana,0,2010-04-18,2010-04-18,http://www.geopedia.si/?params=T1199_L6357_F144,144.0,,,Ljubljana,1961-50
46.0177250479,14.604817846,0,On foot,300.0,Plane,300.0,100.0,,,,,,,100,,0,0,36.0,Ljubljana,0,2010-03-28,2011-12-29,http://www.geopedia.si/?params=T1199_L6357_F145,145.0,,"asfalt, ki se predeluje",Ljubljana,1824-679/1
46.0130729188,14.6206313511,1,Off-road,100.0,Basin,4.0,1.0,50,,,25,,,,25,0,0,2.0,Ljubljana,0,2010-03-28,2011-12-29,http://www.geopedia.si/?params=T1199_L6357_F146,146.0,,salonitke,Ljubljana,1824-908/4
46.0757582042,14.65460389,0,Private car,0.0,Plane,5.0,1.0,,,,,,,,100,0,0,1.0,Ljubljana,0,2010-02-05,2011-09-15,http://www.geopedia.si/?params=T1199_L6357_F147,147.0,,salonitke 1m3,Ljubljana,606-3082/1
46.0457982068,14.5798478033,0,On foot,0.0,Slope,300.0,10.0,,100.0,,,,,,,0,1,1.0,Ljubljana,0,2010-03-28,2014-05-23,http://www.geopedia.si/?params=T1199_L6357_F148,148.0,,,Ljubljana,1796-868
46.0417786286,14.5780306784,0,Private car,0.0,Plane,30.0,25.0,30,30.0,10,15,,,5,10,0,0,11.0,Ljubljana,0,2010-03-28,2011-12-29,http://www.geopedia.si/?params=T1199_L6357_F149,149.0,,"Salonit, embalaža za barve.",Ljubljana,1796-1116/1
46.0449359905,14.5802678113,1,Private car,0.0,Plane,25.0,10.0,20,40.0,10,10,10,,10,,0,1,5.0,Ljubljana,0,2010-03-28,2014-05-23,http://www.geopedia.si/?params=T1199_L6357_F150,150.0,,,Ljubljana,1796-861
46.0451177511,14.5783153599,0,Off-road,200.0,Plane,60.0,10.0,10,70.0,10,,,,10,,0,0,5.0,Ljubljana,0,2010-03-28,2014-05-23,http://www.geopedia.si/?params=T1199_L6357_F151,151.0,,izolacijska pena,Ljubljana,1796-924/1
46.0435617998,14.5784822463,0,Private car,0.0,Plane,30.0,2.0,50,50.0,,,,,,,0,0,1.0,Ljubljana,0,2010-03-28,2014-05-23,http://www.geopedia.si/?params=T1199_L6357_F152,152.0,,,Ljubljana,1796-921/1
46.0434234762,14.5874243744,0,Private car,0.0,Plane,5.0,2.0,,100.0,,,,,,,0,0,1.0,Ljubljana,0,2010-03-28,2014-05-23,http://www.geopedia.si/?params=T1199_L6357_F154,154.0,,,Ljubljana,1796-735
46.0427876994,14.5882689383,0,Private car,0.0,Plane,10.0,1.0,,100.0,,,,,,,0,0,1.0,Ljubljana,0,2010-03-28,2014-05-23,http://www.geopedia.si/?params=T1199_L6357_F155,155.0,,,Ljubljana,1796-712/2
46.0437398862,14.590342098,0,Private car,50.0,Plane,100.0,50.0,,,20,20,,,,60,0,0,30.0,Ljubljana,0,2010-03-28,2014-05-23,http://www.geopedia.si/?params=T1199_L6357_F156,156.0,,"izolacija, salonitke",Ljubljana,1796-706/9
46.0439142864,14.6172934798,0,Private car,0.0,Slope,50.0,10.0,20,30.0,30,,,,,20,0,0,5.0,Ljubljana,0,2010-04-18,2011-09-15,http://www.geopedia.si/?params=T1199_L6357_F157,157.0,,salonitke 1m3,Ljubljana,1961-112/1
46.0450838474,14.6119231821,0,On foot,100.0,Plane,100.0,10.0,,,50,50,,,,,0,0,4.0,Ljubljana,0,2010-03-28,2011-12-29,http://www.geopedia.si/?params=T1199_L6357_F158,158.0,,,Ljubljana,1796-1865/1
46.0453789138,14.6113784304,1,Private car,0.0,Plane,50.0,10.0,,,,100,,,,,0,0,,Ljubljana,0,2010-03-28,2011-04-18,http://www.geopedia.si/?params=T1199_L6357_F159,159.0,,,Ljubljana,1796-1868/1
46.0496762113,14.6156642702,0,On foot,100.0,Plane,40000.0,1500.0,,,25,15,10,30,20,,0,0,240.0,Ljubljana,0,2010-04-18,2015-10-23,http://www.geopedia.si/?params=T1199_L6357_F160,160.0,,"Odlagališče je oddaljeno 20 m od zapornice.Na odlagališču je veliko avtomobilov, pnevmatik, karoserij, tudi beletehnike, starega železa...",Ljubljana,606-3677
46.0476634585,14.6191541447,0,Private car,0.0,Plane,2.0,1.0,,,,,,,,100,0,0,1.0,Ljubljana,0,2010-04-18,2011-12-30,http://www.geopedia.si/?params=T1199_L6357_F161,161.0,,Salonitke 1m3,Ljubljana,606-3642
46.0411326596,14.5859168548,0,Private car,0.0,Plane,80.0,1000.0,,90.0,,,10,,,,0,0,36.0,Ljubljana,0,2010-03-28,2014-05-23,http://www.geopedia.si/?params=T1199_L6357_F162,162.0,,"salonitke 5m3; izolacija 0,2m3, gume 0,5m3;",Ljubljana,1796-1197
46.0372720389,14.5857260665,0,Private car,50.0,Plane,300.0,10.0,,30.0,,,,,40,30,0,0,7.0,Ljubljana,0,2010-03-28,2014-05-23,http://www.geopedia.si/?params=T1199_L6357_F163,163.0,,"Zbiranje, sortiranje kovin. Neprimerna lokacija tik zraven stanovanjskihhiš. <a href=""http://www.zveza-zeg.si/?id=4&amp;lang=sl&amp;record=149""><a href=""http://www.zveza-zeg.si/?id=4&amp;lang=sl&amp;record=149"" target=""_blank"">http://www.zveza-zeg.si/?id=4&amp;lang=sl&amp;record=149</a></a>",Ljubljana,1796-1316/3
46.034644628,14.5758759015,0,Private car,100.0,Plane,150.0,50.0,5,45.0,25,20,1,,4,,0,0,13.0,Ljubljana,0,2010-04-18,2014-05-23,http://www.geopedia.si/?params=T1199_L6357_F164,164.0,,"gume 5m3, salonitke 3m3",Ljubljana,1796-1472
46.0086849445,14.5851906086,0,Off-road,20.0,Plane,2.0,1.0,,,,50,,,50,,0,0,3.0,Ljubljana,0,2010-03-28,2011-03-21,http://www.geopedia.si/?params=T1199_L6357_F165,165.0,,5 gum,Škofljica,747-872
46.0082828281,14.5859554488,0,Off-road,100.0,Plane,20.0,10.0,,,40,40,,,,20,0,0,13.0,Ljubljana,0,2010-03-28,2011-09-15,http://www.geopedia.si/?params=T1199_L6357_F166,166.0,,"asfalt, salonitke, gume, barva",Škofljica,747-872
46.0002749059,14.622293919,0,Private car,0.0,Plane,20.0,10.0,,,,,,,100,,0,0,8.0,Ljubljana,0,2010-03-28,2011-02-04,http://www.geopedia.si/?params=T1199_L6357_F167,167.0,,asfalt,Ljubljana,2316-1024/1
45.9992074918,14.626032268,0,Private car,0.0,Slope,100.0,100.0,,90.0,,,,,10,,0,0,26.0,Ljubljana,0,2010-03-28,2011-05-05,http://www.geopedia.si/?params=T1199_L6357_F168,168.0,,"Sodi, avto, neuporaben bager.",Ljubljana,2316-1013
46.0123346778,14.6259567139,0,On foot,50.0,Slope,150.0,25.0,45,50.0,5,,,,,,0,0,5.0,Ljubljana,0,2010-04-11,2011-12-29,http://www.geopedia.si/?params=T1199_L6357_F169,169.0,,,Ljubljana,1961-1038/15
46.0094964455,14.5881544698,0,Private car,0.0,Plane,5.0,2.0,,,,100,,,,,0,0,1.0,Ljubljana,0,2010-03-28,2011-03-21,http://www.geopedia.si/?params=T1199_L6357_F170,170.0,,,Škofljica,747-940/25
46.0096774109,14.585945043,0,Private car,0.0,Basin,4.0,1.0,,,,,,,100,,0,0,1.0,Ljubljana,0,2010-03-28,2011-03-21,http://www.geopedia.si/?params=T1199_L6357_F171,171.0,,"avtomobilski deli, gume",Škofljica,747-938
45.9879808996,14.6644825317,0,On foot,100.0,Plane,20.0,10.0,,,,100,,,,,0,0,4.0,Ljubljana,0,2010-03-28,2011-02-04,http://www.geopedia.si/?params=T1199_L6357_F172,172.0,,,Ljubljana,2316-1781
45.9929747038,14.6240604651,0,Private car,0.0,Plane,5.0,2.0,,,,100,,,,,0,0,2.0,Ljubljana,0,2010-03-28,2011-02-04,http://www.geopedia.si/?params=T1199_L6357_F173,173.0,,,Ljubljana,2316-907/3
45.9920281946,14.6235247098,0,On foot,20.0,Slope,100.0,25.0,40,20.0,20,20,,,,,0,0,6.0,Ljubljana,0,2010-03-28,2011-02-04,http://www.geopedia.si/?params=T1199_L6357_F174,174.0,,,Ljubljana,2316-644/3
45.992422811,14.6727947452,0,Private car,0.0,Slope,3.0,1.0,,,50,,,,50,,0,0,2.0,Ljubljana,0,2010-04-04,2011-02-04,http://www.geopedia.si/?params=T1199_L6357_F175,175.0,,"izolacija 0,5m3",Grosuplje,70-929/12
46.5691847241,16.1750698417,0,Off-road,50.0,Basin,2000.0,25.0,8,68.0,8,8,,,,8,0,1,8.0,Murska Sobota,0,2011-02-25,2011-09-15,http://www.geopedia.si/?params=T1199_L6357_F176,176.0,Lampiščak,"0,5 kubika salonitnih plošč je delno vidnih, ostalo zakopano z ostalimiodpadki;",Veržej,1814-123/48
46.5887265733,16.1635385687,1,Private car,0.0,Plane,2.0,1.0,,,,100,,,,,0,0,,Murska Sobota,0,2010-03-28,2011-03-25,http://www.geopedia.si/?params=T1199_L6357_F177,177.0,,Ob robu kolovozne poti v gozd odvržena klop.,Veržej,1808-505/739
45.7268920264,13.8424233141,1,Off-road,200.0,Slope,6.0,10.0,,,,,,,100,,0,0,8.0,Koper,0,2010-04-18,2016-03-24,http://www.geopedia.si/?params=T1199_L6357_F178,178.0,,KAROSERIJA (VOZILO FORD ESCORD)- fotografija je nastala 25.10.2009 ob 11:28,Sežana,1765-5401
46.4817790888,15.9730968121,1,Private car,20.0,Slope,15.0,25.0,,,,,,,,,0,0,,Maribor,0,2010-03-28,2011-02-04,http://www.geopedia.si/?params=T1199_L6357_F7756,7756.0,,Površina in prostornina sta določeni le približno.,Juršinci,2337-12/1
45.8851189144,13.9943537483,1,Private car,15.0,Plane,10.0,10.0,,,,,,,100,,0,0,15.0,Nova Gorica,0,2010-03-28,2017-03-21,http://www.geopedia.si/?params=T1199_L6357_F180,180.0,,"Karamboliran in zapuščen osebni avto. Leži na majhni jasi ob začetkuplaninske poti ""po robu"" in ca 15 m od glavne komunikacije Col- Otlica -Predmeja. Ob odcepu za Žagolič",Ajdovščina,964-270/21
46.1699201164,15.3914775996,0,On foot,120.0,Slope,200.0,25.0,50,20.0,,30,,,,,0,0,5.0,Celje,0,2010-03-28,2011-04-18,http://www.geopedia.si/?params=T1199_L6357_F182,182.0,,,Šentjur,2081-450
45.4999246881,13.8112174352,0,Unsafe access,20.0,Slope,500.0,50.0,,50.0,,50,,,,,0,0,11.0,Koper,0,2010-03-28,2011-02-04,http://www.geopedia.si/?params=T1199_L6357_F183,183.0,,"Označena lokacija se nahaja tik ob cesti iz Marezig proti Truškam, v manjšihudourniški grapi, na precej zahtevnem terenu, toda v neposredni bližini ceste.<br/>Onesnaženo območje ni toliko veliko, ampak vsekakor je v na tem območju precejkosovnih odpadkov (odvrženi gospodinjski aparati, raznorazno staro železje) ingradbenega materiala.Podatek o prostornini je zaradi moje neizkušenosti pri tovrstnem ocenjevanjunezanesljiv",Koper,1705-5092/17
45.6989973939,14.4974322971,1,Private car,300.0,Plane,100.0,25.0,,60.0,19,30,,,1,,0,0,6.0,Ljubljana,0,2010-02-13,2012-02-20,http://www.geopedia.si/?params=T1199_L6357_F185,185.0,,"potencialno nevarno - mogoča explozivna sredstva, gre za betonski  bunkerdelno porušen iz leta 1937 - Rupnikova linija",Loška dolina,1322-177/67
45.914619052,14.5789825979,0,Private car,30.0,Plane,4.0,25.0,,100.0,,,,,,,0,0,5.0,Ljubljana,0,2010-04-18,2010-04-18,http://www.geopedia.si/?params=T1199_L6357_F187,187.0,,,Škofljica,2605-188/8
45.9157734776,14.5797215441,0,Private car,0.0,Slope,8.0,25.0,,3.0,7,90,,,,,0,0,9.0,Ljubljana,0,2010-04-03,2010-04-03,http://www.geopedia.si/?params=T1199_L6357_F188,188.0,,,Škofljica,2605-165/1
45.9326864851,14.3441200939,0,Private car,1.0,Plane,6.0,10.0,,60.0,,,,,,40,0,0,8.0,Ljubljana,0,2010-04-18,2011-09-15,http://www.geopedia.si/?params=T1199_L6357_F190,190.0,,salonitke,Borovnica,1875-1375/10
45.9347376915,14.3472165945,1,Private car,2.0,Plane,70.0,100.0,,85.0,,,,,,15,0,0,21.0,Ljubljana,0,2010-04-18,2013-04-12,http://www.geopedia.si/?params=T1199_L6357_F191,191.0,,salonitke,Borovnica,1875-1375/14
45.9377039993,14.3467046321,0,Private car,7.0,Plane,50.0,25.0,,100.0,,,,,,,0,0,5.0,Ljubljana,0,2010-04-18,2010-04-18,http://www.geopedia.si/?params=T1199_L6357_F192,192.0,,,Borovnica,1875-1276/1
45.9368670845,14.353007647,0,Private car,30.0,Plane,4.0,10.0,,90.0,10,,,,,,0,0,2.0,Ljubljana,0,2010-04-18,2010-04-18,http://www.geopedia.si/?params=T1199_L6357_F193,193.0,,,Borovnica,1875-1218
45.9936724084,14.5575741508,0,Private car,1.0,Plane,45.0,25.0,,100.0,,,,,,,0,0,4.0,Ljubljana,0,2010-03-28,2011-04-19,http://www.geopedia.si/?params=T1199_L6357_F194,194.0,,,Škofljica,747-2061/364
45.9903752134,14.5519078704,0,Private car,0.0,Slope,20.0,25.0,,100.0,,,,,,,0,0,4.0,Ljubljana,0,2010-02-10,2011-04-20,http://www.geopedia.si/?params=T1199_L6357_F195,195.0,,,Škofljica,747-2065
45.9907284339,14.5456573715,0,Private car,3.0,Plane,10.0,25.0,,95.0,,5,,,,,0,0,5.0,Ljubljana,0,2010-03-28,2016-10-20,http://www.geopedia.si/?params=T1199_L6357_F196,196.0,,,Škofljica,747-2011/181
46.0084821616,14.5437817597,0,Private car,2.0,Plane,25.0,25.0,,100.0,,,,,,,0,0,4.0,Ljubljana,0,2010-03-28,2011-03-21,http://www.geopedia.si/?params=T1199_L6357_F197,197.0,,,Škofljica,744-257
