FIOStevilkaZadeve,KlasifikacijaNesrece,UpravnaEnotaStoritve,DatumPN,UraPN,VNaselju,VrstaCeste,SifraOdsekaUlice,StacionazaDogodka,Lokacija,VzrokNesrece,TipNesrece,VremenskeOkoliscine,StanjePrometa,StanjeVozisca,VrstaVozisca,GeoKoordinata X,GeoKoordinata Y,SifraCesteNaselja,TekstCesteNaselja,TekstOdsekaUlice
851702.0,BREZ POŠKODBE,DOMŽALE,2016-11-07,6.0,0,AVTOCESTA,44.0,8000.0,CESTA,NEUSTREZNA VARNOSTNA RAZDALJA,NALETNO TRČENJE,OBLAČNO,GOST,SPOLZKO,HRAPAV  ASFALT / BETON,14.700110360216,46.170970779224994,000A1,ŠENTILJ-MB-CE-LJ-PO-SRMIN,BLAGOVICA-KRTINA
849534.0,LAŽJA TELESNA POŠKODBA,DOMŽALE,2016-10-03,7.0,0,AVTOCESTA,44.0,8800.0,CESTA,NEUSTREZNA VARNOSTNA RAZDALJA,NALETNO TRČENJE,OBLAČNO,GOST,MOKRO,HRAPAV  ASFALT / BETON,14.691780792967,46.166710958342,000A1,ŠENTILJ-MB-CE-LJ-PO-SRMIN,BLAGOVICA-KRTINA
833872.0,LAŽJA TELESNA POŠKODBA,DOMŽALE,2016-02-13,5.0,0,AVTOCESTA,44.0,8820.0,CESTA,NEPRILAGOJENA HITROST,NALETNO TRČENJE,SNEG,REDEK,SPOLZKO,HRAPAV  ASFALT / BETON,14.691574250173,46.166593437639,000A1,ŠENTILJ-MB-CE-LJ-PO-SRMIN,BLAGOVICA-KRTINA
833901.0,BREZ POŠKODBE,DOMŽALE,2016-02-13,4.0,0,AVTOCESTA,44.0,9100.0,CESTA,NEPRILAGOJENA HITROST,TRČENJE V OBJEKT,SNEG,NORMALEN,SNEŽENO - NEPLUŽENO,HRAPAV  ASFALT / BETON,14.688747085636,46.165020262515,000A1,ŠENTILJ-MB-CE-LJ-PO-SRMIN,BLAGOVICA-KRTINA
851312.0,LAŽJA TELESNA POŠKODBA,DOMŽALE,2016-10-28,6.0,0,AVTOCESTA,44.0,9200.0,CESTA,NEUSTREZNA VARNOSTNA RAZDALJA,NALETNO TRČENJE,OBLAČNO,GOST,SUHO,HRAPAV  ASFALT / BETON,14.687740190665,46.164459690170006,000A1,ŠENTILJ-MB-CE-LJ-PO-SRMIN,BLAGOVICA-KRTINA
852594.0,BREZ POŠKODBE,DOMŽALE,2016-11-17,6.0,0,AVTOCESTA,44.0,10200.0,CESTA,NEUSTREZNA VARNOSTNA RAZDALJA,NALETNO TRČENJE,OBLAČNO,GOST,SUHO,HRAPAV  ASFALT / BETON,14.677607628462,46.158853297351996,000A1,ŠENTILJ-MB-CE-LJ-PO-SRMIN,BLAGOVICA-KRTINA
841903.0,BREZ POŠKODBE,DOMŽALE,2016-06-19,0.0,0,AVTOCESTA,44.0,10500.0,CESTA,OSTALO,TRČENJE V OBJEKT,JASNO,REDEK,SUHO,HRAPAV  ASFALT / BETON,14.674574735133,46.157171222657006,000A1,ŠENTILJ-MB-CE-LJ-PO-SRMIN,BLAGOVICA-KRTINA
831913.0,BREZ POŠKODBE,DOMŽALE,2016-01-10,8.0,0,AVTOCESTA,44.0,11600.0,CESTA,NEPRAVILNA STRAN / SMER VOŽNJE,OPLAŽENJE,MEGLA,REDEK,MOKRO,HRAPAV  ASFALT / BETON,14.661072086548,46.154792870007,000A1,ŠENTILJ-MB-CE-LJ-PO-SRMIN,BLAGOVICA-KRTINA
843360.0,BREZ POŠKODBE,DOMŽALE,2016-07-02,3.0,0,AVTOCESTA,44.0,11600.0,CESTA,OSTALO,OSTALO,JASNO,NORMALEN,SUHO,HRAPAV  ASFALT / BETON,14.661072086548,46.154792870007,000A1,ŠENTILJ-MB-CE-LJ-PO-SRMIN,BLAGOVICA-KRTINA
841656.0,BREZ POŠKODBE,DOMŽALE,2016-06-15,5.0,0,AVTOCESTA,44.0,11690.0,CESTA,NEPRILAGOJENA HITROST,TRČENJE V OBJEKT,DEŽEVNO,NORMALEN,MOKRO,ZGLAJEN ASFALT / BETON,14.659906884885002,46.154789429391,000A1,ŠENTILJ-MB-CE-LJ-PO-SRMIN,BLAGOVICA-KRTINA
848960.0,BREZ POŠKODBE,DOMŽALE,2016-09-24,1.0,0,AVTOCESTA,44.0,12000.0,CESTA,OSTALO,OSTALO,OBLAČNO,REDEK,SUHO,ZGLAJEN ASFALT / BETON,14.65590736441,46.154615574299,000A1,ŠENTILJ-MB-CE-LJ-PO-SRMIN,BLAGOVICA-KRTINA
845949.0,BREZ POŠKODBE,DOMŽALE,2016-08-16,15.0,0,AVTOCESTA,45.0,0.0,CESTA,OSTALO,OSTALO,JASNO,NORMALEN,SUHO,HRAPAV  ASFALT / BETON,14.650139119616,46.153653427828,000A1,ŠENTILJ-MB-CE-LJ-PO-SRMIN,KRTINA-DOMŽALE
836641.0,BREZ POŠKODBE,DOMŽALE,2016-03-31,6.0,0,AVTOCESTA,45.0,200.0,CESTA,OSTALO,OSTALO,OBLAČNO,NORMALEN,MOKRO,HRAPAV  ASFALT / BETON,14.647761434002,46.152944362065,000A1,ŠENTILJ-MB-CE-LJ-PO-SRMIN,KRTINA-DOMŽALE
852592.0,BREZ POŠKODBE,DOMŽALE,2016-11-17,6.0,0,AVTOCESTA,45.0,500.0,CESTA,NEUSTREZNA VARNOSTNA RAZDALJA,NALETNO TRČENJE,JASNO,GOST,SUHO,HRAPAV  ASFALT / BETON,14.644403942602,46.151602394818,000A1,ŠENTILJ-MB-CE-LJ-PO-SRMIN,KRTINA-DOMŽALE
834150.0,BREZ POŠKODBE,DOMŽALE,2016-02-16,7.0,0,AVTOCESTA,45.0,1000.0,CESTA,PREMIKI Z VOZILOM,OSTALO,OBLAČNO,GOST,MOKRO,HRAPAV  ASFALT / BETON,14.63955543983,46.148636111680005,000A1,ŠENTILJ-MB-CE-LJ-PO-SRMIN,KRTINA-DOMŽALE
843940.0,BREZ POŠKODBE,DOMŽALE,2016-07-14,6.0,0,AVTOCESTA,45.0,1000.0,CESTA,NEPRILAGOJENA HITROST,TRČENJE V OBJEKT,OBLAČNO,NORMALEN,MOKRO,ZGLAJEN ASFALT / BETON,14.63955543983,46.148636111680005,000A1,ŠENTILJ-MB-CE-LJ-PO-SRMIN,KRTINA-DOMŽALE
837467.0,BREZ POŠKODBE,DOMŽALE,2016-04-13,7.0,0,AVTOCESTA,45.0,2000.0,CESTA,NEUSTREZNA VARNOSTNA RAZDALJA,NALETNO TRČENJE,JASNO,GOST,SUHO,HRAPAV  ASFALT / BETON,14.630796498565,46.142022129679006,000A1,ŠENTILJ-MB-CE-LJ-PO-SRMIN,KRTINA-DOMŽALE
851556.0,BREZ POŠKODBE,DOMŽALE,2016-10-28,13.0,0,AVTOCESTA,45.0,2000.0,CESTA,OSTALO,TRČENJE V OBJEKT,JASNO,NORMALEN,SUHO,HRAPAV  ASFALT / BETON,14.630796498565,46.142022129679006,000A1,ŠENTILJ-MB-CE-LJ-PO-SRMIN,KRTINA-DOMŽALE
855010.0,BREZ POŠKODBE,DOMŽALE,2016-12-22,2.0,0,AVTOCESTA,45.0,2100.0,CESTA,NEPRILAGOJENA HITROST,BOČNO TRČENJE,JASNO,NORMALEN,SUHO,HRAPAV  ASFALT / BETON,14.629829743453,46.141416186091,000A1,ŠENTILJ-MB-CE-LJ-PO-SRMIN,KRTINA-DOMŽALE
848033.0,BREZ POŠKODBE,DOMŽALE,2016-09-13,7.0,0,AVTOCESTA,45.0,2250.0,CESTA,NEUSTREZNA VARNOSTNA RAZDALJA,NALETNO TRČENJE,JASNO,GOST,SUHO,HRAPAV  ASFALT / BETON,14.62834708158,46.140538641367996,000A1,ŠENTILJ-MB-CE-LJ-PO-SRMIN,KRTINA-DOMŽALE
852593.0,LAŽJA TELESNA POŠKODBA,DOMŽALE,2016-11-17,6.0,0,AVTOCESTA,45.0,3000.0,CESTA,NEUSTREZNA VARNOSTNA RAZDALJA,NALETNO TRČENJE,JASNO,GOST,SUHO,HRAPAV  ASFALT / BETON,14.620387214089,46.13668867428,000A1,ŠENTILJ-MB-CE-LJ-PO-SRMIN,KRTINA-DOMŽALE
838006.0,BREZ POŠKODBE,DOMŽALE,2016-04-19,7.0,0,AVTOCESTA,45.0,3300.0,CESTA,NEUSTREZNA VARNOSTNA RAZDALJA,NALETNO TRČENJE,OBLAČNO,GOST,SUHO,HRAPAV  ASFALT / BETON,14.617057510813,46.135310001251,000A1,ŠENTILJ-MB-CE-LJ-PO-SRMIN,KRTINA-DOMŽALE
837391.0,BREZ POŠKODBE,DOMŽALE,2016-04-11,7.0,0,AVTOCESTA,45.0,3300.0,CESTA,NEUSTREZNA VARNOSTNA RAZDALJA,NALETNO TRČENJE,JASNO,GOST,SUHO,HRAPAV  ASFALT / BETON,14.617057510813,46.135310001251,000A1,ŠENTILJ-MB-CE-LJ-PO-SRMIN,KRTINA-DOMŽALE
850063.0,LAŽJA TELESNA POŠKODBA,DOMŽALE,2016-10-12,7.0,0,AVTOCESTA,46.0,0.0,CESTA,NEUSTREZNA VARNOSTNA RAZDALJA,NALETNO TRČENJE,OBLAČNO,GOST,SUHO,HRAPAV  ASFALT / BETON,14.614773258423,46.134366622318,000A1,ŠENTILJ-MB-CE-LJ-PO-SRMIN,DOMŽALE-ŠENTJAKOB
851154.0,BREZ POŠKODBE,DOMŽALE,2016-10-26,18.0,0,AVTOCESTA,46.0,0.0,CESTA,PREMIKI Z VOZILOM,TRČENJE V OBJEKT,JASNO,NORMALEN,SUHO,HRAPAV  ASFALT / BETON,14.614773258423,46.134366622318,000A1,ŠENTILJ-MB-CE-LJ-PO-SRMIN,DOMŽALE-ŠENTJAKOB
840258.0,BREZ POŠKODBE,DOMŽALE,2016-05-23,20.0,0,AVTOCESTA,46.0,150.0,CESTA,NEPRAVILNA STRAN / SMER VOŽNJE,TRČENJE V OBJEKT,OBLAČNO,NORMALEN,MOKRO,HRAPAV  ASFALT / BETON,14.613160794412,46.133605412042996,000A1,ŠENTILJ-MB-CE-LJ-PO-SRMIN,DOMŽALE-ŠENTJAKOB
841905.0,BREZ POŠKODBE,DOMŽALE,2016-06-19,21.0,0,AVTOCESTA,46.0,200.0,CESTA,OSTALO,OSTALO,OBLAČNO,NORMALEN,MOKRO,HRAPAV  ASFALT / BETON,14.61264494838,46.133342745641,000A1,ŠENTILJ-MB-CE-LJ-PO-SRMIN,DOMŽALE-ŠENTJAKOB
841580.0,BREZ POŠKODBE,DOMŽALE,2016-06-15,5.0,0,AVTOCESTA,46.0,200.0,CESTA,NEPRILAGOJENA HITROST,TRČENJE V OBJEKT,DEŽEVNO,NORMALEN,MOKRO,HRAPAV  ASFALT / BETON,14.61264494838,46.133342745641,000A1,ŠENTILJ-MB-CE-LJ-PO-SRMIN,DOMŽALE-ŠENTJAKOB
841664.0,BREZ POŠKODBE,DOMŽALE,2016-06-15,8.0,0,AVTOCESTA,46.0,500.0,CESTA,NEUSTREZNA VARNOSTNA RAZDALJA,NALETNO TRČENJE,DEŽEVNO,GOST,MOKRO,HRAPAV  ASFALT / BETON,14.609758615458,46.13154246894,000A1,ŠENTILJ-MB-CE-LJ-PO-SRMIN,DOMŽALE-ŠENTJAKOB
847442.0,BREZ POŠKODBE,DOMŽALE,2016-09-06,16.0,0,AVTOCESTA,46.0,1117.0,CESTA,NEPRAVILNA STRAN / SMER VOŽNJE,BOČNO TRČENJE,OBLAČNO,NORMALEN,SUHO,HRAPAV  ASFALT / BETON,14.605183675057,46.127010073367,000A1,ŠENTILJ-MB-CE-LJ-PO-SRMIN,DOMŽALE-ŠENTJAKOB
839017.0,BREZ POŠKODBE,DOMŽALE,2016-05-05,21.0,0,AVTOCESTA,46.0,1500.0,CESTA,OSTALO,OSTALO,OBLAČNO,NORMALEN,SUHO,HRAPAV  ASFALT / BETON,14.603420749491,46.123809872742996,000A1,ŠENTILJ-MB-CE-LJ-PO-SRMIN,DOMŽALE-ŠENTJAKOB
849333.0,HUDA TELESNA POŠKODBA,DOMŽALE,2016-09-30,6.0,0,AVTOCESTA,46.0,2100.0,CESTA,NEUSTREZNA VARNOSTNA RAZDALJA,TRČENJE V STOJEČE / PARKIRANO VOZILO,JASNO,GOST,SUHO,HRAPAV  ASFALT / BETON,14.602294410422001,46.118470431021,000A1,ŠENTILJ-MB-CE-LJ-PO-SRMIN,DOMŽALE-ŠENTJAKOB
838003.0,BREZ POŠKODBE,DOMŽALE,2016-04-19,7.0,0,AVTOCESTA,46.0,2500.0,CESTA,NEUSTREZNA VARNOSTNA RAZDALJA,NALETNO TRČENJE,OBLAČNO,GOST,SUHO,HRAPAV  ASFALT / BETON,14.601880177379,46.114887968016006,000A1,ŠENTILJ-MB-CE-LJ-PO-SRMIN,DOMŽALE-ŠENTJAKOB
844386.0,BREZ POŠKODBE,DOMŽALE,2016-07-12,12.0,0,AVTOCESTA,46.0,3000.0,CESTA,PREMIKI Z VOZILOM,OPLAŽENJE,JASNO,NORMALEN,SUHO,HRAPAV  ASFALT / BETON,14.600618078039,46.110483777899,000A1,ŠENTILJ-MB-CE-LJ-PO-SRMIN,DOMŽALE-ŠENTJAKOB
852277.0,BREZ POŠKODBE,DOMŽALE,2016-11-02,7.0,0,AVTOCESTA,46.0,4000.0,CESTA,NEUSTREZNA VARNOSTNA RAZDALJA,NALETNO TRČENJE,OBLAČNO,GOST,SUHO,HRAPAV  ASFALT / BETON,14.594984706101,46.10242921880901,000A1,ŠENTILJ-MB-CE-LJ-PO-SRMIN,DOMŽALE-ŠENTJAKOB
851543.0,BREZ POŠKODBE,DOMŽALE,2016-11-02,7.0,0,AVTOCESTA,46.0,4000.0,CESTA,NEUSTREZNA VARNOSTNA RAZDALJA,NALETNO TRČENJE,OBLAČNO,GOST,SUHO,HRAPAV  ASFALT / BETON,14.594984706101,46.10242921880901,000A1,ŠENTILJ-MB-CE-LJ-PO-SRMIN,DOMŽALE-ŠENTJAKOB
850949.0,LAŽJA TELESNA POŠKODBA,LJUBLJANA,2016-10-20,6.0,0,AVTOCESTA,46.0,4500.0,CESTA,NEUSTREZNA VARNOSTNA RAZDALJA,NALETNO TRČENJE,DEŽEVNO,GOST,MOKRO,HRAPAV  ASFALT / BETON,14.591338548469,46.098718296758,000A1,ŠENTILJ-MB-CE-LJ-PO-SRMIN,DOMŽALE-ŠENTJAKOB
831972.0,BREZ POŠKODBE,LJUBLJANA,2016-01-12,7.0,0,AVTOCESTA,46.0,5200.0,CESTA,OSTALO,POVOŽENJE ŽIVALI,OBLAČNO,GOST,MOKRO,HRAPAV  ASFALT / BETON,14.587578438929,46.093000383149004,000A1,ŠENTILJ-MB-CE-LJ-PO-SRMIN,DOMŽALE-ŠENTJAKOB
833470.0,BREZ POŠKODBE,LJUBLJANA,2016-02-02,6.0,0,AVTOCESTA,46.0,5300.0,CESTA,NEUSTREZNA VARNOSTNA RAZDALJA,ČELNO TRČENJE,OBLAČNO,GOST,SUHO,HRAPAV  ASFALT / BETON,14.587183890603,46.092144193958,000A1,ŠENTILJ-MB-CE-LJ-PO-SRMIN,DOMŽALE-ŠENTJAKOB
853019.0,BREZ POŠKODBE,LJUBLJANA,2016-11-22,16.0,0,AVTOCESTA,47.0,0.0,CESTA,OSTALO,TRČENJE V OBJEKT,OBLAČNO,NORMALEN,SUHO,HRAPAV  ASFALT / BETON,14.586865741185,46.091450234899995,000A1,ŠENTILJ-MB-CE-LJ-PO-SRMIN,ŠENTJAKOB-LJ ZADOBROVA
835188.0,BREZ POŠKODBE,LJUBLJANA,2016-03-04,11.0,0,AVTOCESTA,47.0,0.0,CESTA,NEPRILAGOJENA HITROST,OPLAŽENJE,JASNO,NORMALEN,SUHO,HRAPAV  ASFALT / BETON,14.586865741185,46.091450234899995,000A1,ŠENTILJ-MB-CE-LJ-PO-SRMIN,ŠENTJAKOB-LJ ZADOBROVA
854851.0,LAŽJA TELESNA POŠKODBA,LJUBLJANA,2016-12-17,17.0,0,AVTOCESTA,47.0,400.0,CESTA,NEPRILAGOJENA HITROST,TRČENJE V STOJEČE / PARKIRANO VOZILO,OBLAČNO,GOST,MOKRO,HRAPAV  ASFALT / BETON,14.585326568319,46.088016601675996,000A1,ŠENTILJ-MB-CE-LJ-PO-SRMIN,ŠENTJAKOB-LJ ZADOBROVA
852260.0,HUDA TELESNA POŠKODBA,LJUBLJANA,2016-11-11,9.0,0,AVTOCESTA,47.0,1000.0,CESTA,NEPRAVILNOSTI PEŠCA,POVOŽENJE PEŠCA,DEŽEVNO,NORMALEN,MOKRO,HRAPAV  ASFALT / BETON,14.583024730704999,46.082852637727,000A1,ŠENTILJ-MB-CE-LJ-PO-SRMIN,ŠENTJAKOB-LJ ZADOBROVA
841269.0,BREZ POŠKODBE,LJUBLJANA,2016-06-08,6.0,0,AVTOCESTA,47.0,1200.0,CESTA,PREMIKI Z VOZILOM,OPLAŽENJE,JASNO,GOST,SUHO,HRAPAV  ASFALT / BETON,14.582261788472,46.081140318437996,000A1,ŠENTILJ-MB-CE-LJ-PO-SRMIN,ŠENTJAKOB-LJ ZADOBROVA
852787.0,LAŽJA TELESNA POŠKODBA,LJUBLJANA,2016-11-09,14.0,0,AVTOCESTA,48.0,0.0,CESTA,PREMIKI Z VOZILOM,BOČNO TRČENJE,JASNO,NORMALEN,SUHO,HRAPAV  ASFALT / BETON,14.576268691444,46.066740153745,000A1,ŠENTILJ-MB-CE-LJ-PO-SRMIN,LJ ZADOBROVA-ZALOŠKA
838950.0,BREZ POŠKODBE,LJUBLJANA,2016-05-01,19.0,0,AVTOCESTA,48.0,450.0,CESTA,OSTALO,POVOŽENJE ŽIVALI,DEŽEVNO,NORMALEN,MOKRO,HRAPAV  ASFALT / BETON,14.574941573108001,46.062794282085,000A1,ŠENTILJ-MB-CE-LJ-PO-SRMIN,LJ ZADOBROVA-ZALOŠKA
849048.0,BREZ POŠKODBE,LJUBLJANA,2016-09-28,17.0,0,AVTOCESTA,48.0,680.0,CESTA,PREMIKI Z VOZILOM,OPLAŽENJE,JASNO,GOST,SUHO,HRAPAV  ASFALT / BETON,14.574284890596001,46.060776376694,000A1,ŠENTILJ-MB-CE-LJ-PO-SRMIN,LJ ZADOBROVA-ZALOŠKA
838673.0,BREZ POŠKODBE,LJUBLJANA,2016-04-22,9.0,0,AVTOCESTA,48.0,1000.0,CESTA,OSTALO,OSTALO,JASNO,NORMALEN,SUHO,HRAPAV  ASFALT / BETON,14.573608680539,46.057939608039,000A1,ŠENTILJ-MB-CE-LJ-PO-SRMIN,LJ ZADOBROVA-ZALOŠKA
834045.0,BREZ POŠKODBE,LJUBLJANA,2016-02-09,7.0,0,AVTOCESTA,48.0,1000.0,CESTA,NEPRILAGOJENA HITROST,TRČENJE V STOJEČE / PARKIRANO VOZILO,OBLAČNO,NORMALEN,SUHO,HRAPAV  ASFALT / BETON,14.573608680539,46.057939608039,000A1,ŠENTILJ-MB-CE-LJ-PO-SRMIN,LJ ZADOBROVA-ZALOŠKA
833454.0,LAŽJA TELESNA POŠKODBA,LJUBLJANA,2016-02-02,17.0,0,AVTOCESTA,48.0,1237.0,CESTA,NEUSTREZNA VARNOSTNA RAZDALJA,NALETNO TRČENJE,OBLAČNO,NORMALEN,SUHO,HRAPAV  ASFALT / BETON,14.573547408025,46.055815934272005,000A1,ŠENTILJ-MB-CE-LJ-PO-SRMIN,LJ ZADOBROVA-ZALOŠKA
833973.0,BREZ POŠKODBE,LJUBLJANA,2016-02-13,5.0,0,AVTOCESTA,49.0,0.0,CESTA,NEPRILAGOJENA HITROST,OPLAŽENJE,SNEG,REDEK,SNEŽENO - PLUŽENO,HRAPAV  ASFALT / BETON,14.573631358626,46.054979464041004,000A1,ŠENTILJ-MB-CE-LJ-PO-SRMIN,LJ ZALOŠKA-LITIJSKA
846552.0,LAŽJA TELESNA POŠKODBA,LJUBLJANA,2016-08-25,15.0,0,AVTOCESTA,49.0,200.0,CESTA,NEUSTREZNA VARNOSTNA RAZDALJA,ČELNO TRČENJE,JASNO,GOST,SUHO,HRAPAV  ASFALT / BETON,14.574058534605,46.053199513198,000A1,ŠENTILJ-MB-CE-LJ-PO-SRMIN,LJ ZALOŠKA-LITIJSKA
851416.0,BREZ POŠKODBE,LJUBLJANA,2016-10-22,14.0,0,AVTOCESTA,49.0,500.0,CESTA,OSTALO,OSTALO,JASNO,NORMALEN,SUHO,HRAPAV  ASFALT / BETON,14.574776641968999,46.050547864688994,000A1,ŠENTILJ-MB-CE-LJ-PO-SRMIN,LJ ZALOŠKA-LITIJSKA
847043.0,BREZ POŠKODBE,LJUBLJANA,2016-08-26,17.0,0,AVTOCESTA,49.0,600.0,CESTA,NEUSTREZNA VARNOSTNA RAZDALJA,NALETNO TRČENJE,JASNO,GOST,SUHO,HRAPAV  ASFALT / BETON,14.575015972729002,46.049666979659996,000A1,ŠENTILJ-MB-CE-LJ-PO-SRMIN,LJ ZALOŠKA-LITIJSKA
832685.0,LAŽJA TELESNA POŠKODBA,LJUBLJANA,2016-01-22,15.0,0,AVTOCESTA,49.0,720.0,CESTA,PREMIKI Z VOZILOM,BOČNO TRČENJE,JASNO,GOST,SUHO,HRAPAV  ASFALT / BETON,14.575295502528999,46.048597291697,000A1,ŠENTILJ-MB-CE-LJ-PO-SRMIN,LJ ZALOŠKA-LITIJSKA
852877.0,BREZ POŠKODBE,LJUBLJANA,2016-11-12,17.0,0,AVTOCESTA,49.0,800.0,CESTA,OSTALO,OSTALO,OBLAČNO,NORMALEN,MOKRO,HRAPAV  ASFALT / BETON,14.575494679741,46.0478962102,000A1,ŠENTILJ-MB-CE-LJ-PO-SRMIN,LJ ZALOŠKA-LITIJSKA
847099.0,BREZ POŠKODBE,LJUBLJANA,2016-08-30,16.0,0,AVTOCESTA,49.0,1000.0,CESTA,NEUSTREZNA VARNOSTNA RAZDALJA,NALETNO TRČENJE,JASNO,GOST,SUHO,HRAPAV  ASFALT / BETON,14.575973355774,46.046125438081,000A1,ŠENTILJ-MB-CE-LJ-PO-SRMIN,LJ ZALOŠKA-LITIJSKA
846810.0,BREZ POŠKODBE,LJUBLJANA,2016-08-26,14.0,0,AVTOCESTA,49.0,1200.0,CESTA,NEUSTREZNA VARNOSTNA RAZDALJA,NALETNO TRČENJE,JASNO,GOST,SUHO,HRAPAV  ASFALT / BETON,14.576451932392,46.044363660723,000A1,ŠENTILJ-MB-CE-LJ-PO-SRMIN,LJ ZALOŠKA-LITIJSKA
837390.0,LAŽJA TELESNA POŠKODBA,LJUBLJANA,2016-04-08,15.0,0,AVTOCESTA,50.0,300.0,CESTA,NEPRILAGOJENA HITROST,NALETNO TRČENJE,DEŽEVNO,GOST,MOKRO,HRAPAV  ASFALT / BETON,14.576361179244001,46.041007192907,000A1,ŠENTILJ-MB-CE-LJ-PO-SRMIN,LJ LITIJSKA-MALENCE
846393.0,LAŽJA TELESNA POŠKODBA,LJUBLJANA,2016-08-22,17.0,0,AVTOCESTA,50.0,900.0,CESTA,NEPRILAGOJENA HITROST,NALETNO TRČENJE,JASNO,GOST,SUHO,HRAPAV  ASFALT / BETON,14.572961247292,46.036198833882,000A1,ŠENTILJ-MB-CE-LJ-PO-SRMIN,LJ LITIJSKA-MALENCE
854580.0,BREZ POŠKODBE,LJUBLJANA,2016-12-12,14.0,0,AVTOCESTA,50.0,1000.0,CESTA,NEUSTREZNA VARNOSTNA RAZDALJA,NALETNO TRČENJE,MEGLA,GOST,MOKRO,HRAPAV  ASFALT / BETON,14.572295341291001,46.035431551934,000A1,ŠENTILJ-MB-CE-LJ-PO-SRMIN,LJ LITIJSKA-MALENCE
836268.0,BREZ POŠKODBE,LJUBLJANA,2016-03-24,15.0,0,AVTOCESTA,50.0,1000.0,CESTA,OSTALO,BOČNO TRČENJE,OBLAČNO,NORMALEN,SUHO,HRAPAV  ASFALT / BETON,14.572295341291001,46.035431551934,000A1,ŠENTILJ-MB-CE-LJ-PO-SRMIN,LJ LITIJSKA-MALENCE
842820.0,BREZ POŠKODBE,LJUBLJANA,2016-06-23,7.0,0,AVTOCESTA,50.0,1300.0,CESTA,NEUSTREZNA VARNOSTNA RAZDALJA,NALETNO TRČENJE,OBLAČNO,GOST,SUHO,HRAPAV  ASFALT / BETON,14.570699373994,46.032978224274,000A1,ŠENTILJ-MB-CE-LJ-PO-SRMIN,LJ LITIJSKA-MALENCE
834697.0,LAŽJA TELESNA POŠKODBA,LJUBLJANA,2016-02-22,18.0,0,AVTOCESTA,50.0,1500.0,CESTA,NEPRILAGOJENA HITROST,NALETNO TRČENJE,OBLAČNO,GOST,SUHO,HRAPAV  ASFALT / BETON,14.569769281071999,46.031301172044,000A1,ŠENTILJ-MB-CE-LJ-PO-SRMIN,LJ LITIJSKA-MALENCE
845820.0,BREZ POŠKODBE,LJUBLJANA,2016-08-12,17.0,0,AVTOCESTA,50.0,1500.0,CESTA,NEUSTREZNA VARNOSTNA RAZDALJA,NALETNO TRČENJE,JASNO,GOST,SUHO,HRAPAV  ASFALT / BETON,14.569769281071999,46.031301172044,000A1,ŠENTILJ-MB-CE-LJ-PO-SRMIN,LJ LITIJSKA-MALENCE
843875.0,BREZ POŠKODBE,LJUBLJANA,2016-07-14,15.0,0,AVTOCESTA,50.0,1500.0,CESTA,NEPRILAGOJENA HITROST,NALETNO TRČENJE,OBLAČNO,GOST,SUHO,HRAPAV  ASFALT / BETON,14.569769281071999,46.031301172044,000A1,ŠENTILJ-MB-CE-LJ-PO-SRMIN,LJ LITIJSKA-MALENCE
840662.0,BREZ POŠKODBE,LJUBLJANA,2016-06-01,16.0,0,AVTOCESTA,50.0,1500.0,CESTA,PREMIKI Z VOZILOM,OPLAŽENJE,OBLAČNO,GOST,SUHO,ZGLAJEN ASFALT / BETON,14.569769281071999,46.031301172044,000A1,ŠENTILJ-MB-CE-LJ-PO-SRMIN,LJ LITIJSKA-MALENCE
846282.0,BREZ POŠKODBE,LJUBLJANA,2016-08-18,16.0,0,AVTOCESTA,50.0,1600.0,CESTA,NEUSTREZNA VARNOSTNA RAZDALJA,NALETNO TRČENJE,JASNO,GOST,SUHO,HRAPAV  ASFALT / BETON,14.569297796849,46.030462618751,000A1,ŠENTILJ-MB-CE-LJ-PO-SRMIN,LJ LITIJSKA-MALENCE
849182.0,LAŽJA TELESNA POŠKODBA,LJUBLJANA,2016-09-28,16.0,0,AVTOCESTA,50.0,2000.0,CESTA,NEPRILAGOJENA HITROST,NALETNO TRČENJE,JASNO,GOST,SUHO,HRAPAV  ASFALT / BETON,14.567424918485,46.027108434060004,000A1,ŠENTILJ-MB-CE-LJ-PO-SRMIN,LJ LITIJSKA-MALENCE
837520.0,BREZ POŠKODBE,LJUBLJANA,2016-04-14,15.0,0,AVTOCESTA,50.0,2270.0,CESTA,NEUSTREZNA VARNOSTNA RAZDALJA,NALETNO TRČENJE,OBLAČNO,GOST,SUHO,ZGLAJEN ASFALT / BETON,14.566008477637,46.024880656072,000A1,ŠENTILJ-MB-CE-LJ-PO-SRMIN,LJ LITIJSKA-MALENCE
848917.0,BREZ POŠKODBE,LJUBLJANA,2016-09-23,17.0,0,AVTOCESTA,50.0,2600.0,CESTA,NEPRILAGOJENA HITROST,NALETNO TRČENJE,JASNO,GOST,SUHO,HRAPAV  ASFALT / BETON,14.563767731634,46.022370801526,000A1,ŠENTILJ-MB-CE-LJ-PO-SRMIN,LJ LITIJSKA-MALENCE
842467.0,LAŽJA TELESNA POŠKODBA,LJUBLJANA,2016-06-27,8.0,0,AVTOCESTA,50.0,2670.0,CESTA,NEPRILAGOJENA HITROST,NALETNO TRČENJE,OBLAČNO,GOST,SUHO,ZGLAJEN ASFALT / BETON,14.563190409614,46.02187373243,000A1,ŠENTILJ-MB-CE-LJ-PO-SRMIN,LJ LITIJSKA-MALENCE
